For this all pleasure am I foregoing;I do not pretend to aught worth knowingI do not pretend I could be a teacherTo help or convert a fellow-creature.Then too I've neither lands nor goldNor the world's least pomp or honor hold--No dog would endure such a curst existence!Wherefore from Magic I seek assistanceThat many a secret perchance I reachThrough spirit-power and spirit-speechAnd thus the bitter task foregoOf saying the things I do not know--That I may detect the inmost forceWhich binds the world and guides its course;Its germs productive powers exploreAnd rummage in empty words no more!,faust
O full and splendid Moon whom IHave from this desk seen climb the skySo many a midnight--would thy glowFor the last time beheld my woe!Ever thine eye most mournful friendO'er books and papers saw me bend;But would that I on mountains grandAmid thy blessed light could standWith spirits through mountain-caverns hoverFloat in thy twilight the meadows overAnd freed from the fumes of lore that swathe meTo health in thy dewy fountains bathe me!,faust
Ah me! this dungeon still I see.This drear accursed masonryWhere even the welcome daylight strainsBut duskly through the painted panes.Hemmed in by many a toppling heapOf books worm-eaten gray with dustWhich to the vaulted ceiling creepAgainst the smoky paper thrust--With glasses boxes round me stackedAnd instruments together hurledAncestral lumber stuffed and packed--Such is my world: and what a world!,faust
And do I ask wherefore my heartFalters oppressed with unknown needs?Why some inexplicable smartAll movement of my life impedes?Alas! in living Nature's steadWhere God His human creature setIn smoke and mould the fleshless deadAnd bones of beasts surround me yet!,faust
Fly! Up and seek the broad free land!And this one Book of MysteryFrom Nostradamus' very handIs't not sufficient company?When I the starry courses knowAnd Nature's wise instruction seekWith light of power my soul shall glowAs when to spirits spirits speak.Tis vain this empty brooding hereThough guessed the holy symbols be:Ye Spirits come--ye hover near--Oh if you hear me answer me!,faust
Ha! what a sudden rapture leaps from thisI view through all my senses swiftly flowing!I feel a youthful holy vital blissIn every vein and fibre newly glowing.Was it a God who traced this signWith calm across my tumult stealingMy troubled heart to joy unsealingWith impulse mystic and divineThe powers of Nature here around my path revealing?Am I a God?--so clear mine eyes!In these pure features I beholdCreative Nature to my soul unfold.What says the sage now first I recognize:"The spirit-world no closures fasten;Thy sense is shut thy heart is dead:Disciple up! untiring hastenTo bathe thy breast in morning-red!",faust
How each the Whole its substance givesEach in the other works and lives!Like heavenly forces rising and descendingTheir golden urns reciprocally lendingWith wings that winnow blessingFrom Heaven through Earth I see them pressingFilling the All with harmony unceasing!How grand a show! but ah! a show alone.Thee boundless Nature how make thee my own?Where you ye beasts? Founts of all Being shiningWhereon hang Heaven's and Earth's desireWhereto our withered hearts aspire--Ye flow ye feed: and am I vainly pining?,faust
How otherwise upon me works this sign!Thou Spirit of the Earth art nearer:Even now my powers are loftier clearer;I glow as drunk with new-made wine:New strength and heart to meet the world incite meThe woe of earth the bliss of earth invite meAnd though the shock of storms may smite meNo crash of shipwreck shall have power to fright me!Clouds gather over me--The moon conceals her light--The lamp's extinguished!--Mists rise--red angry rays are dartingAround my head!--There fallsA horror from the vaulted roofAnd seizes me!I feel thy presence Spirit I invoke!Reveal thyself!Ha! in my heart what rending stroke!With new impulsionMy senses heave in this convulsion!I feel thee draw my heart absorb exhaust me:Thou must! thou must! and though my life it cost me!,faust
(_He seizes the book and mysteriously pronounces the sign ofthe Spirit. A ruddy flame flashes: the Spirit appears inthe flame_.),faust
To view me is thine aspirationMy voice to hear my countenance to see;Thy powerful yearning moveth meHere am I!--what mean perturbationThee superhuman shakes? Thy soul's high calling where?Where is the breast which from itself a world did bearAnd shaped and cherished--which with joy expandedTo be our peer with us the Spirits banded?Where art thou Faust whose voice has pierced to meWho towards me pressed with all thine energy?_He_ art thou who my presence breathing seeingTrembles through all the depths of beingA writhing worm a terror-stricken form?,faust
  In the tides of Life in Action's storm  A fluctuant wave  A shuttle free  Birth and the Grave  An eternal sea  A weaving flowing  Life all-glowingThus at Time's humming loom 'tis my hand preparesThe garment of Life which the Deity wears!,faust
O Death!--I know it--'tis my Famulus!My fairest luck finds no fruition:In all the fullness of my visionThe soulless sneak disturbs me thus!,faust
Pardon I heard your declamation;'Twas sure an old Greek tragedy you read?In such an art I crave some preparationSince now it stands one in good stead.I've often heard it said a preacherMight learn with a comedian for a teacher.,faust
Ah when one studies thus a prisoned creatureThat scarce the world on holidays can see--Scarce through a glass by rare occasionHow shall one lead it by persuasion?,faust
You'll ne'er attain it save you know the feelingSave from the soul it rises clearSerene in primal strength compellingThe hearts and minds of all who hear.You sit forever gluing patching;You cook the scraps from others' fare;And from your heap of ashes hatchingA starveling flame ye blow it bare!Take children's monkeys' gaze admiringIf such your taste and be content;But ne'er from heart to heart you'll speak inspiringSave your own heart is eloquent!,faust
Seek thou the honest recompense!Beware a tinkling fool to be!With little art clear wit and senseSuggest their own delivery;And if thou'rt moved to speak in earnestWhat need that after words thou yearnest?Yes your discourses with their glittering showWhere ye for men twist shredded thought like paperAre unrefreshing as the winds that blowThe rustling leaves through chill autumnal vapor!,faust
Ah God! but Art is longAnd Life alas! is fleeting.And oft with zeal my critic-duties meetingIn head and breast there's something wrong.,faust
How hard it is to compass the assistanceWhereby one rises to the source!And haply ere one travels half the courseMust the poor devil quit existence.,faust
Is parchment then the holy fount before theeA draught wherefrom thy thirst forever slakes?No true refreshment can restore theeSave what from thine own soul spontaneous breaks.,faust
Pardon! a great delight is grantedWhen in the spirit of the ages plantedWe mark how ere our times a sage has thoughtAnd then how far his work and grandly we have brought.,faust
O yes up to the stars at last!Listen my friend: the ages that are pastAre now a book with seven seals protected:What you the Spirit of the Ages callIs nothing but the spirit of you allWherein the Ages are reflected.So oftentimes you miserably mar it!At the first glance who sees it runs away.An offal-barrel and a lumber-garretOr at the best a Punch-and-Judy playWith maxims most pragmatical and hittingAs in the mouths of puppets are befitting!,faust
Yes of the kind which men attain!Who dares the child's true name in public mention?The few who thereof something really learnedUnwisely frank with hearts that spurned concealingAnd to the mob laid bare each thought and feelingHave evermore been crucified and burned.I pray you Friend 'tis now the dead of night;Our converse here must be suspended.,faust
I would have shared your watches with delightThat so our learned talk might be extended.To-morrow though I'll ask in Easter leisureThis and the other question at your pleasure.Most zealously I seek for erudition:Much do I know--but to know all is my ambition.,faust
That brain alone not loses hope whose choice isTo stick in shallow trash forevermore--Which digs with eager hand for buried oreAnd when it finds an angle-worm rejoices!,faust
Dare such a human voice disturb the flowAround me here of spirit-presence fullest?And yet this once my thanks I oweTo thee of all earth's sons the poorest dullest!For thou hast torn me from that desperate stateWhich threatened soon to overwhelm my senses:The apparition was so giant-greatIt dwarfed and withered all my soul's pretences!,faust
I image of the Godhead who began--Deeming Eternal Truth secure in nearness--Ye choirs have ye begun the sweet consoling chantWhich through the night of Death the angels ministrantSang God's new Covenant repeating?,faust
          With spices and precious          Balm we arrayed him;          Faithful and gracious          We tenderly laid him:          Linen to bind him          Cleanlily wound we:          Ah! when we would find him          Christ no more found we!,faust
          Christ is ascended!          Bliss hath invested him--          Woes that molested him          Trials that tested him          Gloriously ended!,faust
Why here in dust entice me with your spellYe gentle powerful sounds of Heaven?Peal rather there where tender natures dwell.Your messages I hear but faith has not been given;The dearest child of Faith is Miracle.I venture not to soar to yonder regionsWhence the glad tidings hither float;And yet from childhood up familiar with the noteTo Life it now renews the old allegiance.Once Heavenly Love sent down a burning kissUpon my brow in Sabbath silence holy;And filled with mystic presage chimed the church-bell slowlyAnd prayer dissolved me in a fervent bliss.A sweet uncomprehended yearningDrove forth my feet through woods and meadows freeAnd while a thousand tears were burningI felt a world arise for me.These chants to youth and all its sports appealingProclaimed the Spring's rejoicing holiday;And Memory holds me now with childish feelingBack from the last the solemn way.Sound on ye hymns of Heaven so sweet and mild!My tears gush forth: the Earth takes back her child!,faust
        Has He victoriously        Burst from the vaulted        Grave and all-gloriously        Now sits exalted?        Is He in glow of birth        Rapture creative near?        Ah! to the woe of earth        Still are we native here.        We his aspiring        Followers Him we miss;        Weeping desiring        Master Thy bliss!,faust
        Christ is arisen        Out of Corruption's womb:        Burst ye the prison        Break from your gloom!        Praising and pleading him        Lovingly needing him        Brotherly feeding him        Preaching and speeding him        Blessing succeeding Him        Thus is the Master near--        Thus is He here![Illustration],faust
Come up to Burgdorf? There you'll find good cheerThe finest lasses and the best of beerAnd jolly rows and squabbles trust me!,faust
You swaggering fellow is your hideA third time itching to be tried?I won't go there your jolly rows disgust me!,faust
That's no great luck for me 'tis plain.You'll have him when and where you wander:His partner in the dance you'll be--But what is all your fun to me?,faust
Deuce! how they step the buxom wenches!Come Brother! we must see them to the benches.A strong old beer a pipe that stings and bitesA girl in Sunday clothes--these three are my delights.,faust
Just see those handsome fellows there!It's really shameful I declare;--To follow servant-girls when theyMight have the most genteel society to-day!,faust
Not quite so fast! Two others come behind--Those dressed so prettily and neatly.My neighbor's one of them I findA girl that takes my heart completely.They go their way with looks demureBut they'll accept us after all I'm sure.,faust
No Brother! not for me their formal ways.Quick! lest our game escape us in the press:The hand that wields the broom on SaturdaysWill best on Sundays fondle and caress.,faust
He suits me not at all our new-made Burgomaster!Since he's installed his arrogance grows faster.How has he helped the town I say?Things worsen--what improvement names he?Obedience more than ever claims heAnd more than ever we must pay!,faust
  Good gentlemen and lovely ladies  So red of cheek and fine of dress  Behold how needful here your aid is  And see and lighten my distress!  Let me not vainly sing my ditty;  He's only glad who gives away:  A holiday that shows your pity  Shall be for me a harvest-day!,faust
On Sundays holidays there's naught I take delight inLike gossiping of war and war's arrayWhen down in Turkey far awayThe foreign people are a-fighting.One at the window sits with glass and friendsAnd sees all sorts of ships go down the river gliding:And blesses then as home he wendsAt night our times of peace abiding.,faust
Yes Neighbor! that's my notion too:Why let them break their heads let loose their passionsAnd mix things madly through and throughSo here we keep our good old fashions!,faust
Dear me how fine! So handsome and so young!Who wouldn't lose his heart that met you?Don't be so proud! I'll hold my tongueAnd what you'd like I'll undertake to get you.,faust
Come Agatha! I shun the witch's sightBefore folks lest there be misgiving:'Tis true she showed me on Saint Andrew's NightMy future sweetheart just as he were living.,faust
She showed me mine in crystal clearWith several wild young blades a soldier-lover:I seek him everywhere I pry and peerAnd yet somehow his face I can't discover.,faust
        Castles with lofty        Ramparts and towers        Maidens disdainful        In Beauty's array        Both shall be ours!        Bold is the venture        Splendid the pay!        Lads let the trumpets        For us be suing--        Calling to pleasure        Calling to ruin.        Stormy our life is;        Such is its boon!        Maidens and castles        Capitulate soon.        Bold is the venture        Splendid the pay!        And the soldiers go marching        Marching away!,faust
To stroll with you Sir Doctor flatters;'Tis honor profit unto me.But I alone would shun these shallow mattersSince all that's coarse provokes my enmity.This fiddling shouting ten-pin rollingI hate--these noises of the throng:They rave as Satan were their sports controlling.And call it mirth and call it song!,faust
          All for the dance the shepherd dressed          In ribbons wreath and gayest vest            Himself with care arraying:          Around the linden lass and lad          Already footed it like mad:            Hurrah! hurrah!            Hurrah--tarara-la!          The fiddle-bow was playing.,faust
          He broke the ranks no whit afraid          And with his elbow punched a maid            Who stood the dance surveying:          The buxom wench she turned and said:          "Now you I call a stupid-head!"            Hurrah! hurrah!            Hurrah--tarara-la!          "Be decent while you're staying!",faust
          Then round the circle went their flight          They danced to left they danced to right:          Their kirtles all were playing.          They first grew red and then grew warm          And rested panting arm in arm--            Hurrah! hurrah!            Hurrah--tarara-la!          And hips and elbows straying.,faust
          Now don't be so familiar here!          How many a one has fooled his dear          Waylaying and betraying!,faust
          And yet he coaxed her soon aside          And round the linden sounded wide.            Hurrah! hurrah!            Hurrah--tarara-la!          And the fiddle-bow was playing.,faust
Sir Doctor it is good of youThat thus you condescend to-dayAmong this crowd of merry folkA highly-learned man to stray.Then also take the finest canWe fill with fresh wine for your sake:I offer it and humbly wishThat not alone your thirst is slake--That as the drops below its brinkSo many days of life you drink!,faust
In truth 'tis well and fitly timedThat now our day of joy you shareWho heretofore in evil daysGave us so much of helping care.Still many a man stands living hereSaved by your father's skillful handThat snatched him from the fever's rageAnd stayed the plague in all the land.Then also you though but a youthWent into every house of pain:Many the corpses carried forthBut you in health came out again.,faust
With what a feeling thou great man must thouReceive the people's honest veneration!How lucky he whose gifts his stationWith such advantages endow!Thou'rt shown to all the younger generation:Each asks and presses near to gaze;The fiddle stops the dance delays.Thou goest they stand in rows to seeAnd all the caps are lifted high;A little more and they would bend the kneeAs if the Holy Host came by.,faust
Why therefore yield to such depression?A good man does his honest shareIn exercising with the strictest careThe art bequeathed to his possession!Dost thou thy father honor as a youth?Then may his teaching cheerfully impel thee:Dost thou as man increase the stores of truth?Then may thine own son afterwards excel thee.,faust
I've had myself at times some odd capricesBut never yet such impulse felt as this is.One soon fatigues on woods and fields to lookNor would I beg the bird his wing to spare us:How otherwise the mental raptures bear usFrom page to page from book to book!Then winter nights take loveliness untoldAs warmer life in every limb had crowned you;And when your hands unroll some parchment rare and oldAll Heaven descends and opens bright around you!,faust
One impulse art thou conscious of at best;O never seek to know the other!Two souls alas! reside within my breastAnd each withdraws from and repels its brother.One with tenacious organs holds in loveAnd clinging lust the world in its embraces;The other strongly sweeps this dust aboveInto the high ancestral spaces.If there be airy spirits near'Twixt Heaven and Earth on potent errands fleeingLet them drop down the golden atmosphereAnd bear me forth to new and varied being!Yea if a magic mantle once were mineTo waft me o'er the world at pleasureI would not for the costliest stores of treasure--Not for a monarch's robe--the gift resign.,faust
Invoke not thus the well-known throngWhich through the firmament diffused is faringAnd danger thousand-fold our race to wrong.In every quarter is preparing.Swift from the North the spirit-fangs so sharpSweep down and with their barbéd points assail you;Then from the East they come to dry and warpYour lungs till breath and being fail you:If from the Desert sendeth them the SouthWith fire on fire your throbbing forehead crowningThe West leads on a host to cure the drouthOnly when meadow field and you are drowning.They gladly hearken prompt for injury--Gladly obey because they gladly cheat us;From Heaven they represent themselves to beAnd lisp like angels when with lies they meet us.But let us go! 'Tis gray and dusky all:The air is cold the vapors fall.At night one learns his house to prize:--Why stand you thus with such astonished eyes?What in the twilight can your mind so trouble?,faust
Seest thou the spiral circles narrowing fasterWhich he approaching round us seems to wind?A streaming trail of fire if I see rightlyFollows his path of mystery.,faust
A dog thou seest and not a phantom here!Behold him stop--upon his belly crawl--Histail set wagging: canine habits all!,faust
'Tis the absurdest drollest beast.Stand still and you will see him wait;Address him and he gambols straight;If something's lost he'll quickly bring it--Your cane if in the stream you fling it.,faust
The dog when he's well educatedIs by the wisest tolerated.Yes he deserves your favor thoroughly--The clever scholar of the students he!,faust
